status	relative_path	left_size	right_size	delta_right_minus_left	left_target	right_target
different	usr/lib/swift/watchsimulator/_StringProcessing.swiftmodule/x86_64-apple-watchos-simulator.swiftdoc	56380	56380	0		
different	usr/lib/swift/watchsimulator/_StringProcessing.swiftmodule/x86_64-apple-watchos-simulator.swiftinterface	23787	23787	0		
different	usr/lib/swift/watchsimulator/_StringProcessing.swiftmodule/x86_64-apple-watchos-simulator.swiftmodule	486436	486436	0		
different	usr/lib/swift/watchsimulator/_StringProcessing.swiftmodule/x86_64-apple-watchos-simulator.swiftsourceinfo	119492	119492	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/arm64-apple-watchos-simulator.private.swiftinterface	2750	2750	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/arm64-apple-watchos-simulator.swiftdoc	3760	3760	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/arm64-apple-watchos-simulator.swiftinterface	2750	2750	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/arm64-apple-watchos-simulator.swiftmodule	24984	24984	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/arm64-apple-watchos-simulator.swiftsourceinfo	4396	4396	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/x86_64-apple-watchos-simulator.private.swiftinterface	2751	2751	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/x86_64-apple-watchos-simulator.swiftdoc	3764	3764	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/x86_64-apple-watchos-simulator.swiftinterface	2751	2751	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/x86_64-apple-watchos-simulator.swiftmodule	24988	24988	0		
different	usr/lib/swift/watchsimulator/_Volatile.swiftmodule/x86_64-apple-watchos-simulator.swiftsourceinfo	4400	4400	0		
different	usr/lib/swift/watchsimulator/libswiftCxx.a	356544	356544	0		
different	usr/lib/swift/watchsimulator/libswiftCxxStdlib.a	471512	471512	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64-apple-xros.private.swiftinterface	33868	33868	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64-apple-xros.swiftdoc	13872	13872	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64-apple-xros.swiftinterface	33868	33868	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64-apple-xros.swiftsourceinfo	48428	48428	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64e-apple-xros.private.swiftinterface	33869	33869	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64e-apple-xros.swiftdoc	13872	13872	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64e-apple-xros.swiftinterface	33869	33869	0		
different	usr/lib/swift/xros/Cxx.swiftmodule/arm64e-apple-xros.swiftsourceinfo	48428	48428	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64-apple-xros.private.swiftinterface	19619	19619	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64-apple-xros.swiftdoc	7100	7100	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64-apple-xros.swiftinterface	19619	19619	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64-apple-xros.swiftsourceinfo	32612	32612	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64e-apple-xros.private.swiftinterface	19620	19620	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64e-apple-xros.swiftdoc	7100	7100	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64e-apple-xros.swiftinterface	19620	19620	0		
different	usr/lib/swift/xros/CxxStdlib.swiftmodule/arm64e-apple-xros.swiftsourceinfo	32612	32612	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64-apple-xros.private.swiftinterface	23303	23303	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64-apple-xros.swiftdoc	78084	78084	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64-apple-xros.swiftinterface	23303	23303	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64-apple-xros.swiftmodule	88936	88936	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64-apple-xros.swiftsourceinfo	61556	61556	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64e-apple-xros.private.swiftinterface	23304	23304	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64e-apple-xros.swiftdoc	78084	78084	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64e-apple-xros.swiftinterface	23304	23304	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64e-apple-xros.swiftmodule	88936	88936	0		
different	usr/lib/swift/xros/Distributed.swiftmodule/arm64e-apple-xros.swiftsourceinfo	61556	61556	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64-apple-xros.private.swiftinterface	11995	11995	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64-apple-xros.swiftdoc	8504	8504	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64-apple-xros.swiftinterface	10474	10474	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64-apple-xros.swiftmodule	99920	99920	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64-apple-xros.swiftsourceinfo	18220	18220	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64e-apple-xros.private.swiftinterface	11996	11996	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64e-apple-xros.swiftdoc	8504	8504	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64e-apple-xros.swiftinterface	10475	10475	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64e-apple-xros.swiftmodule	99920	99920	0		
different	usr/lib/swift/xros/Observation.swiftmodule/arm64e-apple-xros.swiftsourceinfo	18220	18220	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64-apple-xros.private.swiftinterface	206076	206076	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64-apple-xros.swiftdoc	265756	265756	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64-apple-xros.swiftinterface	206056	206056	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64-apple-xros.swiftmodule	1230664	1230664	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64-apple-xros.swiftsourceinfo	359880	359880	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64e-apple-xros.private.swiftinterface	206077	206077	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64e-apple-xros.swiftdoc	265756	265756	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64e-apple-xros.swiftinterface	206057	206057	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64e-apple-xros.swiftmodule	1230664	1230664	0		
different	usr/lib/swift/xros/RegexBuilder.swiftmodule/arm64e-apple-xros.swiftsourceinfo	359880	359880	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64-apple-xros.private.swiftinterface	2403028	2403028	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64-apple-xros.swiftdoc	4372260	4372260	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64-apple-xros.swiftinterface	2347614	2347614	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64-apple-xros.swiftmodule	17045888	17045888	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64-apple-xros.swiftsourceinfo	4046720	4046720	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64e-apple-xros.private.swiftinterface	2403029	2403029	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64e-apple-xros.swiftdoc	4372260	4372260	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64e-apple-xros.swiftinterface	2347615	2347615	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64e-apple-xros.swiftmodule	17046804	17046804	0		
different	usr/lib/swift/xros/Swift.swiftmodule/arm64e-apple-xros.swiftsourceinfo	4046720	4046720	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64-apple-xros.private.swiftinterface	1074	1074	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64-apple-xros.swiftdoc	424	424	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64-apple-xros.swiftinterface	1074	1074	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64-apple-xros.swiftmodule	247964	247964	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64-apple-xros.swiftsourceinfo	3236	3236	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64e-apple-xros.private.swiftinterface	1075	1075	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64e-apple-xros.swiftdoc	424	424	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64e-apple-xros.swiftinterface	1075	1075	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64e-apple-xros.swiftmodule	247964	247964	0		
different	usr/lib/swift/xros/SwiftOnoneSupport.swiftmodule/arm64e-apple-xros.swiftsourceinfo	3236	3236	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64-apple-xros.private.swiftinterface	242756	242756	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64-apple-xros.swiftdoc	256224	256224	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64-apple-xros.swiftinterface	242756	242756	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64-apple-xros.swiftmodule	578368	578368	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64-apple-xros.swiftsourceinfo	203568	203568	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64e-apple-xros.private.swiftinterface	242757	242757	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64e-apple-xros.swiftdoc	256224	256224	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64e-apple-xros.swiftinterface	242757	242757	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64e-apple-xros.swiftmodule	578368	578368	0		
different	usr/lib/swift/xros/Synchronization.swiftmodule/arm64e-apple-xros.swiftsourceinfo	203568	203568	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64-apple-xros.private.swiftinterface	4226	4226	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64-apple-xros.swiftdoc	420	420	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64-apple-xros.swiftinterface	4226	4226	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64-apple-xros.swiftmodule	23692	23692	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64-apple-xros.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64e-apple-xros.private.swiftinterface	4227	4227	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64e-apple-xros.swiftdoc	420	420	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64e-apple-xros.swiftinterface	4227	4227	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64e-apple-xros.swiftmodule	23692	23692	0		
different	usr/lib/swift/xros/_Builtin_float.swiftmodule/arm64e-apple-xros.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64-apple-xros.private.swiftinterface	302489	302489	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64-apple-xros.swiftdoc	436364	436364	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64-apple-xros.swiftinterface	293656	293656	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64-apple-xros.swiftmodule	921036	921036	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64-apple-xros.swiftsourceinfo	427760	427760	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64e-apple-xros.private.swiftinterface	302490	302490	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64e-apple-xros.swiftdoc	436364	436364	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64e-apple-xros.swiftinterface	293657	293657	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64e-apple-xros.swiftmodule	921036	921036	0		
different	usr/lib/swift/xros/_Concurrency.swiftmodule/arm64e-apple-xros.swiftsourceinfo	427760	427760	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64-apple-xros.private.swiftinterface	136643	136643	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64-apple-xros.swiftdoc	7800	7800	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64-apple-xros.swiftinterface	136643	136643	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64-apple-xros.swiftmodule	1208044	1208044	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64-apple-xros.swiftsourceinfo	116064	116064	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64e-apple-xros.private.swiftinterface	136644	136644	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64e-apple-xros.swiftdoc	7800	7800	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64e-apple-xros.swiftinterface	136644	136644	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64e-apple-xros.swiftmodule	1208044	1208044	0		
different	usr/lib/swift/xros/_Differentiation.swiftmodule/arm64e-apple-xros.swiftsourceinfo	116064	116064	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64-apple-xros.private.swiftinterface	90813	90813	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64-apple-xros.swiftdoc	104796	104796	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64-apple-xros.swiftinterface	89832	89832	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64-apple-xros.swiftmodule	413852	413852	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64-apple-xros.swiftsourceinfo	311700	311700	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64e-apple-xros.private.swiftinterface	90814	90814	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64e-apple-xros.swiftdoc	104796	104796	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64e-apple-xros.swiftinterface	89833	89833	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64e-apple-xros.swiftmodule	413852	413852	0		
different	usr/lib/swift/xros/_RegexParser.swiftmodule/arm64e-apple-xros.swiftsourceinfo	311700	311700	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64-apple-xros.private.swiftinterface	36753	36753	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64-apple-xros.swiftdoc	56364	56364	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64-apple-xros.swiftinterface	23773	23773	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64-apple-xros.swiftmodule	486408	486408	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64-apple-xros.swiftsourceinfo	119476	119476	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64e-apple-xros.private.swiftinterface	36754	36754	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64e-apple-xros.swiftdoc	56364	56364	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64e-apple-xros.swiftinterface	23774	23774	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64e-apple-xros.swiftmodule	486408	486408	0		
different	usr/lib/swift/xros/_StringProcessing.swiftmodule/arm64e-apple-xros.swiftsourceinfo	119476	119476	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64-apple-xros.private.swiftinterface	2737	2737	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64-apple-xros.swiftdoc	3748	3748	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64-apple-xros.swiftinterface	2737	2737	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64-apple-xros.swiftmodule	24960	24960	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64-apple-xros.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64e-apple-xros.private.swiftinterface	2738	2738	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64e-apple-xros.swiftdoc	3748	3748	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64e-apple-xros.swiftinterface	2738	2738	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64e-apple-xros.swiftmodule	24960	24960	0		
different	usr/lib/swift/xros/_Volatile.swiftmodule/arm64e-apple-xros.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/xros/libswiftCxx.a	387560	387560	0		
different	usr/lib/swift/xros/libswiftCxxStdlib.a	489608	489608	0		
different	usr/lib/swift/xrsimulator/Cxx.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	33878	33878	0		
different	usr/lib/swift/xrsimulator/Cxx.swiftmodule/arm64-apple-xros-simulator.swiftdoc	13884	13884	0		
different	usr/lib/swift/xrsimulator/Cxx.swiftmodule/arm64-apple-xros-simulator.swiftinterface	33878	33878	0		
different	usr/lib/swift/xrsimulator/Cxx.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	48440	48440	0		
different	usr/lib/swift/xrsimulator/CxxStdlib.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	19629	19629	0		
different	usr/lib/swift/xrsimulator/CxxStdlib.swiftmodule/arm64-apple-xros-simulator.swiftdoc	7112	7112	0		
different	usr/lib/swift/xrsimulator/CxxStdlib.swiftmodule/arm64-apple-xros-simulator.swiftinterface	19629	19629	0		
different	usr/lib/swift/xrsimulator/CxxStdlib.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	32624	32624	0		
different	usr/lib/swift/xrsimulator/Distributed.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	23313	23313	0		
different	usr/lib/swift/xrsimulator/Distributed.swiftmodule/arm64-apple-xros-simulator.swiftdoc	78096	78096	0		
different	usr/lib/swift/xrsimulator/Distributed.swiftmodule/arm64-apple-xros-simulator.swiftinterface	23313	23313	0		
different	usr/lib/swift/xrsimulator/Distributed.swiftmodule/arm64-apple-xros-simulator.swiftmodule	88956	88956	0		
different	usr/lib/swift/xrsimulator/Distributed.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	61568	61568	0		
different	usr/lib/swift/xrsimulator/Observation.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	12005	12005	0		
different	usr/lib/swift/xrsimulator/Observation.swiftmodule/arm64-apple-xros-simulator.swiftdoc	8516	8516	0		
different	usr/lib/swift/xrsimulator/Observation.swiftmodule/arm64-apple-xros-simulator.swiftinterface	10484	10484	0		
different	usr/lib/swift/xrsimulator/Observation.swiftmodule/arm64-apple-xros-simulator.swiftmodule	99940	99940	0		
different	usr/lib/swift/xrsimulator/Observation.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	18232	18232	0		
different	usr/lib/swift/xrsimulator/RegexBuilder.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	206086	206086	0		
different	usr/lib/swift/xrsimulator/RegexBuilder.swiftmodule/arm64-apple-xros-simulator.swiftdoc	265768	265768	0		
different	usr/lib/swift/xrsimulator/RegexBuilder.swiftmodule/arm64-apple-xros-simulator.swiftinterface	206066	206066	0		
different	usr/lib/swift/xrsimulator/RegexBuilder.swiftmodule/arm64-apple-xros-simulator.swiftmodule	1230684	1230684	0		
different	usr/lib/swift/xrsimulator/RegexBuilder.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	359892	359892	0		
different	usr/lib/swift/xrsimulator/Swift.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	2403038	2403038	0		
different	usr/lib/swift/xrsimulator/Swift.swiftmodule/arm64-apple-xros-simulator.swiftdoc	4372272	4372272	0		
different	usr/lib/swift/xrsimulator/Swift.swiftmodule/arm64-apple-xros-simulator.swiftinterface	2347624	2347624	0		
different	usr/lib/swift/xrsimulator/Swift.swiftmodule/arm64-apple-xros-simulator.swiftmodule	17045908	17045908	0		
different	usr/lib/swift/xrsimulator/Swift.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	4046732	4046732	0		
different	usr/lib/swift/xrsimulator/SwiftOnoneSupport.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	1084	1084	0		
different	usr/lib/swift/xrsimulator/SwiftOnoneSupport.swiftmodule/arm64-apple-xros-simulator.swiftdoc	436	436	0		
different	usr/lib/swift/xrsimulator/SwiftOnoneSupport.swiftmodule/arm64-apple-xros-simulator.swiftinterface	1084	1084	0		
different	usr/lib/swift/xrsimulator/SwiftOnoneSupport.swiftmodule/arm64-apple-xros-simulator.swiftmodule	247984	247984	0		
different	usr/lib/swift/xrsimulator/SwiftOnoneSupport.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	3248	3248	0		
different	usr/lib/swift/xrsimulator/Synchronization.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	242766	242766	0		
different	usr/lib/swift/xrsimulator/Synchronization.swiftmodule/arm64-apple-xros-simulator.swiftdoc	256236	256236	0		
different	usr/lib/swift/xrsimulator/Synchronization.swiftmodule/arm64-apple-xros-simulator.swiftinterface	242766	242766	0		
different	usr/lib/swift/xrsimulator/Synchronization.swiftmodule/arm64-apple-xros-simulator.swiftmodule	578388	578388	0		
different	usr/lib/swift/xrsimulator/Synchronization.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	203580	203580	0		
different	usr/lib/swift/xrsimulator/_Builtin_float.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	4236	4236	0		
different	usr/lib/swift/xrsimulator/_Builtin_float.swiftmodule/arm64-apple-xros-simulator.swiftdoc	432	432	0		
different	usr/lib/swift/xrsimulator/_Builtin_float.swiftmodule/arm64-apple-xros-simulator.swiftinterface	4236	4236	0		
different	usr/lib/swift/xrsimulator/_Builtin_float.swiftmodule/arm64-apple-xros-simulator.swiftmodule	23712	23712	0		
different	usr/lib/swift/xrsimulator/_Builtin_float.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	2836	2836	0		
different	usr/lib/swift/xrsimulator/_Concurrency.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	302499	302499	0		
different	usr/lib/swift/xrsimulator/_Concurrency.swiftmodule/arm64-apple-xros-simulator.swiftdoc	436376	436376	0		
different	usr/lib/swift/xrsimulator/_Concurrency.swiftmodule/arm64-apple-xros-simulator.swiftinterface	293666	293666	0		
different	usr/lib/swift/xrsimulator/_Concurrency.swiftmodule/arm64-apple-xros-simulator.swiftmodule	921056	921056	0		
different	usr/lib/swift/xrsimulator/_Concurrency.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	427772	427772	0		
different	usr/lib/swift/xrsimulator/_Differentiation.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	136653	136653	0		
different	usr/lib/swift/xrsimulator/_Differentiation.swiftmodule/arm64-apple-xros-simulator.swiftdoc	7812	7812	0		
different	usr/lib/swift/xrsimulator/_Differentiation.swiftmodule/arm64-apple-xros-simulator.swiftinterface	136653	136653	0		
different	usr/lib/swift/xrsimulator/_Differentiation.swiftmodule/arm64-apple-xros-simulator.swiftmodule	1208064	1208064	0		
different	usr/lib/swift/xrsimulator/_Differentiation.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	116076	116076	0		
different	usr/lib/swift/xrsimulator/_RegexParser.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	90823	90823	0		
different	usr/lib/swift/xrsimulator/_RegexParser.swiftmodule/arm64-apple-xros-simulator.swiftdoc	104808	104808	0		
different	usr/lib/swift/xrsimulator/_RegexParser.swiftmodule/arm64-apple-xros-simulator.swiftinterface	89842	89842	0		
different	usr/lib/swift/xrsimulator/_RegexParser.swiftmodule/arm64-apple-xros-simulator.swiftmodule	413872	413872	0		
different	usr/lib/swift/xrsimulator/_RegexParser.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	311712	311712	0		
different	usr/lib/swift/xrsimulator/_StringProcessing.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	36763	36763	0		
different	usr/lib/swift/xrsimulator/_StringProcessing.swiftmodule/arm64-apple-xros-simulator.swiftdoc	56376	56376	0		
different	usr/lib/swift/xrsimulator/_StringProcessing.swiftmodule/arm64-apple-xros-simulator.swiftinterface	23783	23783	0		
different	usr/lib/swift/xrsimulator/_StringProcessing.swiftmodule/arm64-apple-xros-simulator.swiftmodule	486428	486428	0		
different	usr/lib/swift/xrsimulator/_StringProcessing.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	119488	119488	0		
different	usr/lib/swift/xrsimulator/_Volatile.swiftmodule/arm64-apple-xros-simulator.private.swiftinterface	2747	2747	0		
different	usr/lib/swift/xrsimulator/_Volatile.swiftmodule/arm64-apple-xros-simulator.swiftdoc	3760	3760	0		
different	usr/lib/swift/xrsimulator/_Volatile.swiftmodule/arm64-apple-xros-simulator.swiftinterface	2747	2747	0		
different	usr/lib/swift/xrsimulator/_Volatile.swiftmodule/arm64-apple-xros-simulator.swiftmodule	24980	24980	0		
different	usr/lib/swift/xrsimulator/_Volatile.swiftmodule/arm64-apple-xros-simulator.swiftsourceinfo	4396	4396	0		
different	usr/lib/swift/xrsimulator/libswiftCxx.a	182712	182712	0		
different	usr/lib/swift/xrsimulator/libswiftCxxStdlib.a	240352	240352	0		
different	usr/lib/swift_static/appletvos/Cxx.swiftmodule/arm64-apple-tvos.private.swiftinterface	33868	33868	0		
different	usr/lib/swift_static/appletvos/Cxx.swiftmodule/arm64-apple-tvos.swiftdoc	13872	13872	0		
different	usr/lib/swift_static/appletvos/Cxx.swiftmodule/arm64-apple-tvos.swiftinterface	33868	33868	0		
different	usr/lib/swift_static/appletvos/Cxx.swiftmodule/arm64-apple-tvos.swiftsourceinfo	48428	48428	0		
different	usr/lib/swift_static/appletvos/CxxStdlib.swiftmodule/arm64-apple-tvos.private.swiftinterface	19619	19619	0		
different	usr/lib/swift_static/appletvos/CxxStdlib.swiftmodule/arm64-apple-tvos.swiftdoc	7100	7100	0		
different	usr/lib/swift_static/appletvos/CxxStdlib.swiftmodule/arm64-apple-tvos.swiftinterface	19619	19619	0		
different	usr/lib/swift_static/appletvos/CxxStdlib.swiftmodule/arm64-apple-tvos.swiftsourceinfo	32612	32612	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/arm64-apple-tvos-simulator.private.swiftinterface	33878	33878	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/arm64-apple-tvos-simulator.swiftdoc	13884	13884	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/arm64-apple-tvos-simulator.swiftinterface	33878	33878	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/arm64-apple-tvos-simulator.swiftsourceinfo	48440	48440	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/x86_64-apple-tvos-simulator.private.swiftinterface	33879	33879	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/x86_64-apple-tvos-simulator.swiftdoc	13884	13884	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/x86_64-apple-tvos-simulator.swiftinterface	33879	33879	0		
different	usr/lib/swift_static/appletvsimulator/Cxx.swiftmodule/x86_64-apple-tvos-simulator.swiftsourceinfo	48440	48440	0		
